,word,frequency
1786,prisoner,2
1787,resolve,2
1788,integral,2
1789,recover,2
1790,weakness,2
1791,attained,2
1792,possibilities,2
1793,surely,2
1794,oppose,2
1795,robbed,2
1796,completion,2
1797,jail,2
1798,sympathetic,2
1799,studied,2
1800,cough,2
1801,stab,2
1802,crime,2
1803,cant,2
1804,rainbows,2
1805,decay,2
1806,fairy,2
1807,shared,2
1808,rides,2
1809,bleeds,2
1810,sore,2
1811,blinded,2
1812,arise,2
1813,poem,2
1814,sting,2
1815,prison,2
1816,prayed,2
1817,weep,2
1818,uncle,2
1819,fantastic,2
1820,beaten,2
1821,charms,2
1822,kiss,2
1823,hopefully,2
1824,threat,2
1825,scholars,2
1826,suggestions,2
1827,climbing,2
1828,jealous,2
1829,crash,2
1830,friendship,2
1831,drunk,2
1832,cakes,2
1833,closing,1
1834,hardest,1
1835,kissed,1
1836,jingle,1
1837,greedy,1
1838,unfair,1
1839,couples,1
1840,simplicity,1
1841,incredibly,1
1842,deception,1
1843,partners,1
1844,smiled,1
1845,whistle,1
1846,prominent,1
1847,enthusiasm,1
1848,hired,1
1849,kills,1
1850,support,1
1851,bruised,1
1852,spark,1
1853,unlikely,1
1854,fitness,1
1855,sinner,1
1856,mint,1
1857,pearls,1
1858,thrills,1
1859,futures,1
1860,celebration,1
1861,festival,1
1862,adoring,1
1863,elected,1
1864,lots,1
1865,abortion,1
1866,climbed,1
1867,charges,1
1868,produces,1
1869,scent,1
1870,butterflies,1
1871,shocked,1
1872,neighbor,1
1873,succeeding,1
1874,goods,1
1875,vacation,1
1876,jealousy,1
1877,vehicle,1
1878,preferred,1
1879,creates,1
1880,trading,1
1881,sorrows,1
1882,complaints,1
1883,celebrity,1
1884,scarred,1
1885,students,1
1886,classic,1
1887,creating,1
1888,deaths,1
1889,newspaper,1
1890,obituary,1
1891,fired,1
1892,princess,1
1893,totally,1
1894,seventeenth,1
1895,damage,1
1896,nephew,1
1897,enjoyed,1
1898,withdrawal,1
1899,amen,1
1900,approval,1
1901,leadership,1
1902,records,1
1903,developing,1
1904,perspective,1
1905,dedicated,1
1906,comforted,1
1907,wounds,1
1908,bleed,1
1909,roughly,1
1910,lounge,1
1911,relatives,1
1912,spice,1
1913,ignore,1
1914,voted,1
1915,experiments,1
1916,medal,1
1917,1st,1
1918,babes,1
1919,tornado,1
1920,protected,1
1921,traditional,1
1922,nieces,1
1923,bullets,1
1924,parks,1
1925,eggs,1
1926,groove,1
1927,dearest,1
1928,infant,1
1929,parents,1
1930,create,1
1931,remorse,1
1932,homeless,1
1933,transformed,1
1934,owns,1
1935,sadness,1
1936,date,1
1937,criticism,1
1938,tastes,1
1939,polish,1
1940,cousin,1
1941,sofa,1
1942,hotels,1
1943,believing,1
1944,baker,1
1945,brutal,1
1946,approaches,1
1947,victories,1
1948,reception,1
1949,hunger,1
1950,dislike,1
1951,gang,1
1952,fruits,1
1953,rat,1
1954,estate,1
1955,cricket,1
1956,offensive,1
1957,athletic,1
1958,expedition,1
1959,education,1
1960,manners,1
1961,chapels,1
1962,slaughter,1
1963,cultivated,1
1964,fishing,1
1965,sports,1
1966,turmoil,1
1967,dawning,1
1968,promises,1
1969,prisoners,1
1970,yell,1
1971,bridegroom,1
1972,desperation,1
1973,opposition,1
1974,determination,1
1975,chemistry,1
1976,adopt,1
1977,stupid,1
1978,plans,1
1979,geographical,1
1980,aid,1
1981,poop,1
1982,bedroom,1
1983,incorrect,1
1984,shops,1
1985,demands,1
1986,community,1
1987,celebrated,1
1988,sang,1
1989,accurate,1
1990,library,1
1991,classical,1
1992,appropriate,1
1993,painter,1
1994,battles,1
1995,applying,1
1996,rains,1
1997,integrity,1
1998,justification,1
1999,civilization,1
2000,brothers,1
2001,enemies,1
2002,killers,1
2003,nobody,1
2004,forgetting,1
2005,parent,1
2006,beast,1
2007,worried,1
2008,castle,1
2009,remembering,1
2010,parade,1
2011,snakes,1
2012,jelly,1
2013,explosion,1
2014,jokes,1
2015,cradle,1
2016,fewer,1
2017,depressed,1
2018,kingdom,1
2019,encouraged,1
2020,graves,1
2021,screamed,1
2022,screams,1
2023,employment,1
2024,rob,1
2025,bought,1
2026,efficiency,1
2027,productive,1
2028,criminal,1
2029,overcome,1
2030,expenses,1
2031,unlimited,1
2032,glee,1
2033,upside,1
2034,message,1
2035,approved,1
2036,slap,1
2037,dismissed,1
2038,tips,1
2039,court,1
2040,sauce,1
2041,advantages,1
2042,bucks,1
2043,discrimination,1
2044,silk,1
2045,voluntary,1
2046,disease,1
2047,dividends,1
2048,educated,1
2049,missed,1
2050,complained,1
2051,seed,1
2052,potatoes,1
2053,costume,1
2054,libraries,1
2055,fortune,1
2056,improvement,1
2057,guarantee,1
2058,literature,1
2059,pie,1
2060,gross,1
2061,kindle,1
2062,drug,1
2063,performed,1
2064,treasure,1
2065,duck,1
2066,deceive,1
2067,dagger,1
2068,torture,1
2069,excluded,1
2070,tale,1
2071,lamb,1
2072,fix,1
2073,fixing,1
2074,mum,1
2075,concentrations,1
2076,complain,1
2077,slapped,1
2078,unique,1
2079,colleges,1
2080,wines,1
2081,clubs,1
2082,farmer,1
2083,rocket,1
2084,riding,1
2085,sweeter,1
2086,studies,1
2087,achieve,1
2088,gardening,1
2089,tradition,1
2090,entertaining,1
2091,languages,1
2092,arguing,1
2093,retarded,1
2094,mail,1
2095,daughter,1
2096,snake,1
2097,saint,1
2098,artists,1
2099,saints,1
2100,choke,1
2101,exercises,1
2102,liar,1
2103,employ,1
2104,crop,1
2105,today,1
2106,brew,1
2107,dedication,1
2108,victory,1
2109,rhyme,1
2110,combination,1
2111,harmony,1
2112,opposed,1
2113,conflicts,1
2114,tenderness,1
2115,illness,1
2116,entertainment,1
2117,jewels,1
2118,mornings,1
2119,couch,1
2120,compassion,1
2121,haunting,1
2122,disorders,1
2123,dad,1
2124,partner,1
2125,extend,1
2126,flower,1
2127,scars,1
2128,ability,1
2129,con,1
2130,stress,1
2131,awarded,1
2132,car,1
2133,fantasy,1
2134,limitations,1
2135,revenue,1
2136,penalties,1
2137,communication,1
2138,corruption,1
2139,pony,1
2140,developments,1
2141,forbidden,1
2142,performance,1
2143,tunes,1
2144,clearer,1
2145,damaged,1
2146,envy,1
2147,paradise,1
2148,vintage,1
2149,bible,1
2150,improving,1
2151,joining,1
2152,critics,1
2153,pearl,1
2154,accept,1
2155,laughter,1
2156,cooler,1
2157,restore,1
2158,autumn,1
2159,suitable,1
2160,conflict,1
2161,mirrors,1
2162,gains,1
2163,shines,1
2164,organized,1
2165,witch,1
2166,hearted,1
2167,arises,1
2168,committed,1
2169,invention,1
2170,circus,1
2171,charity,1
2172,loneliness,1
2173,biggest,1
2174,introduction,1
2175,respected,1
2176,clever,1
2177,fades,1
2178,tasting,1
2179,production,1
2180,college,1
2181,exclusive,1
2182,neglected,1
2183,mature,1
2184,museum,1
2185,wished,1
2186,angry,1
2187,approve,1
2188,salad,1
2189,loyal,1
2190,sciences,1
2191,sites,1
2192,haunt,1
2193,invasion,1
2194,rats,1
2195,banned,1
2196,progressive,1
2197,efficient,1
2198,expert,1
2199,spontaneous,1
2200,babe,1
2201,grandmother,1
2202,partnership,1
2203,architecture,1
2204,owe,1
2205,slim,1
2206,saving,1
2207,honesty,1
2208,luckily,1
2209,companion,1
2210,homes,1
2211,runaway,1
2212,thanks,1
2213,adoption,1
2214,songs,1
2215,liberation,1
2216,lullaby,1
2217,listened,1
2218,unhappy,1
2219,elder,1
2220,suicide,1
2221,chickens,1
2222,blessing,1
2223,attract,1
2224,racing,1
2225,cats,1
2226,lover,1
2227,issues,1
2228,drums,1
2229,focus,1
2230,peacefully,1
2231,guide,1
2232,bomb,1
2233,invite,1
2234,trinity,1
2235,dispute,1
2236,neighborhood,1
2237,stunning,1
2238,risks,1
2239,fists,1
2240,nasty,1
2241,suffered,1
2242,electricity,1
2243,neglect,1
2244,initiated,1
2245,creative,1
2246,weak,1
2247,rotten,1
2248,suck,1
2249,philosophical,1
2250,forgive,1
2251,rejection,1
2252,grows,1
2253,check,1
2254,limits,1
2255,sunshine,1
2256,relations,1
2257,scream,1
2258,miss,1
2259,gifts,1
2260,caress,1
2261,sex,1
2262,forsaken,1
2263,slavery,1
2264,independence,1
2265,gripe,1
2266,launch,1
2267,railway,1
2268,orchestra,1
2269,hoping,1
2270,billion,1
2271,encore,1
2272,tomorrow,1
2273,wink,1
2274,evolution,1
2275,thrill,1
